Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
28-Jul-1873,1873.0,Provoked,USA,Maryland,Chester River,Fishing (Seining),Male,,Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT,N,,
Reported 09-Jun-1873,1873.0,Invalid,AUSTRALIA,New South Wales,Newcastle ,Bathing,Male,,FATAL,,,Shark involvement prior to death unconfirmed
Reported 09-Jan-1873,1873.0,Unprovoked,AUSTRALIA,Queensland,White Cliffs,Bathing,Male,,Survived,N,,Hammerhead shark
Nov- or Dec-1873,1873.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Swimming / escaping imprisonment ,Male,27.0,"Legs severed bitten, later surgically amputated",N,,
Reported 30-Nov-1872,1872.0,Unprovoked,INDIAN OCEAN?,,,Swimming to avoid capture,Male,,FATAL,Y,,
24-Nov-1872,1872.0,Invalid,AZORES,,,,Male,,"No injury, but according to Fosdyk, captain & crew were killed by sharks",,,
10-Oct-1872,1872.0,Sea Disaster,BAHAMAS,Abaco Islands,,Burning of the S.S. Missouri,Male,,FATAL,Y,,
Reported 07-Aug-1872,1872.0,Invalid,CROATIA,,Fiume,Fishing,Male,,No injury,,,Invalid
Reported 03-Apr-1872,1872.0,Unprovoked,USA,Hawaii,Kawahae,Canoeing,Male,,"Thigh bitten, shark teeth embedded in canoe",N,,
26-Feb-1872,1872.0,Sea Disaster,AUSTRALIA,Queensland,Bramble Reef,Wreck of the 150-ton brig Maria,,,"FATAL, some were taken by sharks",Y,,
28-Jan-1872,1872.0,Invalid,Fiji,Lomaiviti Provine,"Levuka Point, Ovalau Island",boat capsized,Male,,Probable drowning,,dusk,Shark involvement prior to death unconfirmed
Circa 1872,1872.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of South America,,Adrift on a raft ,Male,,Leg bitten,N,Midnight,
Reported 11-Dec-1871,1871.0,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,,Male,,Human remains recovered from 11' shark,,,Shark involvement prior to death unconfirmed
Reported 29-Aug-1871,1871.0,Unprovoked,USA,Hawaii,,Fishing,Male,,Limbs severed,N,,
Aug-1871,1871.0,Provoked,USA,New York,Long Island,Shark fishing,Male,,Hand injured PROVOKED INCIDENT,N,,
Reported 22-May-1871,1871.0,Unprovoked,SRI LANKA,Eastern Province,Trincomalee,Bathing,Male,,Severe laceration to thigh,N,,
Reported 13-May 1871,1871.0,Invalid,GUYANA,,Demerara,Suicide,Male,,FATAL,,,
24-Mar-1871,1871.0,Unprovoked,INDIA,"22ºN, 88ºE",Hoogly River at Multah,Bathing,Male,30.0,"FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ",Y,,
1871,1871.0,Unprovoked,AUSTRALIA,New South Wales,Manning River,,Male,,"FATAL, ""caught by legs"" ",Y,,
Before 1871,1871.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,,Male,,Survived,N,,
Before 1871,1871.0,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,Fishing,Male,,Feet grabbed,N,Night,Wobbegongs
27-Jul-1870,1870.0,Unprovoked,USA,North Carolina,"Smithville (now Southport), Brunswick County",Bathing,Male,,Foot bitten & toe severed,N,,
19-Jun-1870,1870.0,Unprovoked,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",Bathing,Male,40.0,"Left arm bitten, developed gangrene, surgically amputated",N,,
01-Jun-1870,1870.0,Unprovoked,INDIA,West Bengal,"Hoogly River, Calcutta",Bathing / standing,Male,40.0,"Right foot & leg bitten, surgically amputated",N,,
Reported 26-May-1870,1870.0,Unprovoked,AUSTRALIA,Queensland,Moreton Island,Fishing,Male,13.0,bite to lower leg,N,,
18-May-1870,1870.0,Unprovoked,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",Bathing,Male,39.0,4 irregular lacerated wounds on right arm,N,,
11-May-1870,1870.0,Unprovoked,INDIA,"22ºN, 88ºE",Near Sobah Bazar,Bathing,Male,40.0,3 lacerated irregular wounds on anterior left thigh,N,,
09-Jan-1870,1870.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Bathing,Male,17.0,Right thigh bitten,N,,
Early 1870s,1870.0,Invalid,AUSTRALIA,Tasmania,Derwent River,Canoeing,Male,,Shark bit canoe in half & bit man. Note: There is an earlier story of FATAL shark attack in same river,,,
Reported 15-Apr-1869,1869.0,Unprovoked,AUSTRALIA,South Australia,Cape Elizabeth,Net fishing,Male,,Foot bitten,N,,"Tiger shark, 7'"
10-Apr-1869,1869.0,Invalid,,,,Fell overboard,Male,,FATAL,,,Shark involvement prior to death unconfirmed
01-Sep-1868,1868.0,Unprovoked,ITALY,Adriatic Sea,Trieste,,Male,,FATAL,Y,,White shark
13-May-1868,1868.0,Unprovoked,INDIA,Hoogly River,Ghat,Standing,Male,35.0,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",Y,Before 10h30,Identified as C. gangeticus by Dr. J. Fayrer
17-Jan-1868,1868.0,Sea Disaster,VIETNAM,,Cohong,A junk foundered,Male,,FATAL,Y,,
Reported 04-Jan-1868,1868.0,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy),Fishing,,,"No injury to occupants, shark's teeth embedded in keel",N,,
"Reported 24-Oct-1888, but took place around 1868",1868.0,Unprovoked,AUSTRALIA,Torres Strait,South Aroo Island,Swimming,Male,,FATAL,Y,,
1868 (?),1868.0,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Bathing close inshore,Male,,Thigh bitten,N,,"""Shark caught later"""
Reported 22-Aug-1867,1867.0,Unprovoked,EGYPT,,Port Said,Swimming,Male,,FATAL,Y,,
Aug-1867,1867.0,Unprovoked,MEXICO,Veracruz ,Vera Cruz Harbor,boat from the Austrian ship Elizabeth,Male,,FATAL,Y,,
26-Jun-1867,1867.0,Sea Disaster,CUBA,Villa Clara Province,Remedios,boat from ship Josephine capsized in squall,Male,,FATAL,Y,,
Reported 26-Jan-1867,1867.0,Boating,AUSTRALIA,Victoria,Queenscliff,,,,"No injury, shark bit oar of customs boat",N,,
1867,1867.0,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas,Painting a ship,Male,,"FATAL, pulled off float by shark, body not recovered ",Y,,
Reported 09-Jul-1866,1866.0,Unprovoked,USA,Alabama,Mobile Bay,Bathing,Male,,FATAL,Y,,
Reported 24-Apr-1866,1866.0,Invalid,AUSTRALIA,Western Australia,Off De Grey river,Fell overboard,Male,,Thought to have been taken by a shark. Body was not recovered,,,Shark involvement prior to death unconfirmed
02-Sep-1865,1865.0,Unprovoked,USA,New York,"Greenport Sound, Long Island",Swimming alongside the schooner Catherine Wilcox,Male,17.0,Multiple lacerations,N,09h00,
Reported 14-Jul-1865,1865.0,Unprovoked,USA,Texas,Brazos,Bathing,Male,,FATAL,Y,,
Reported 01-Mar-1865,1865.0,Boating,SOUTH AFRICA,Western Cape Province,St. Helena Bay,Fishing,Male,,"FATAL: Boat capsized, sharks took fishermen",Y,,
1865,1865.0,Boating,AUSTRALIA,South Australia,Semaphore,Boarding a ship,,,"No injury to pilot, oar bitten",N,,
02-Oct-1864,1864.0,Sea Disaster,USA,North Carolina,"Cedar Island, Carteret County",Wreck of the Aphrodite,Male,,FATAL,Y,,
Reported 18-Sep-1864,1864.0,Provoked,FRANCE,Alpes Maritime,Antibes,Dragging a shark,Male,,Knee bitten PROVOKED INCIDENT,N,,1.5 m shark
Sep-1864,1864.0,Unprovoked,SCOTLAND,Edinburgh,Granton,,Male,,Leg bitten 3 times,N,,3' shark
12-Aug-1864,1864.0,Unprovoked,USA,New York,Mahattan,Swimming,Male,13.0,Left thigh severely bitten,N,,
Aug-1864,1864.0,Unprovoked,MADAGASCAR,,,Fell overboard,Male,,FATAL,Y,,
25-Jul-1864,1864.0,Unprovoked,SPAIN,Eastern Catalona,Badalona,Bathing,Male,,FATAL,Y,Evening,
May-1864,1864.0,Unprovoked,MAURITIUS,300 miles east of Mauritius,,Fell overboard,Male,,FATAL,Y,,
09-Apr-1864,1864.0,Unprovoked,CHINA,,Macao Harbor,Swimming,Male,,No injury,,,
Apr-1864,1864.0,Unprovoked,MAURITIUS,,,Fell overboard,Male,,FATAL,Y,,
Reported 27-Jan-1864,1864.0,Unprovoked,PANAMA,Colón Province,Aspinwall (Colón),Coming ashore on a hawser,Male,,FATAL,Y,,
Reported 16-Jan-1864,1864.0,Unprovoked,NEW ZEALAND,Foveaux Strait,Stewart Island,Boat swamped,Male,,FATAL,Y,,
02-Jan-1864,1864.0,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Standing / Bathing,Male,,Minor injury to hip,N,,
1864,1864.0,Unprovoked,INDONESIA,Sumatra,Off Acheen Head,Reaching for life preserver,Male,,FATAL,Y,16h00,
1864,1864.0,Invalid,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",Swimming,Male,,Presumed FATAL,,,Shark involvement prior to death unconfirmed
14-Dec-1863,1863.0,Unprovoked,GUINEA,Conakry Region,Ile de Loss,"Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)",Male,18.0,"FATAL ""Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa""",Y,Evening,
Reported 13-Sep-1863,1863.0,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Bathing,Male,,Thrown into the air & bruised,N,,
Reported 09-Jul-1863,1863.0,Provoked,USA,Hawaii,Palama,Fishing,Male,,Hand severed by noosed shark PROVOKED INCIDENT,N,,
Apr-1863,1863.0,Unprovoked,AUSTRALIA,Queensland,Caloundra Heads,Launching a boat,Male,,FATAL,Y,,2 sharks
05-Mar-1863,1863.0,Unprovoked,AUSTRALIA,Victoria,Brighton,Floating on back,Male,,Lacerations to right torso & ankle,N,20h00,
05-Feb-1863,1863.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban","Swimming, caught in strong backwash & disappeared",Male,26.0,3.2 m [10.5'] shark caught 9 days later contained human remains thought to be those of Canham,,,Shark involvement prior to death unconfirmed
10-Jan-1863,1863.0,Unprovoked,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River",Bathing,Male,17.0,FATAL,Y,Evening,
1863,1863.0,Unprovoked,ANDAMAN ISLANDS,,,Fell overboard,Male,,FATAL,Y,10h00,
1863,1863.0,Unprovoked,CEYLON,,,Fell overboard,Male,,FATAL,Y,,
Reported 1863,1863.0,Unprovoked,GREECE,Corfu,,Swimming,Male,,FATAL,Y,,
22-Dec-1862,1862.0,Unprovoked,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",Swimming,Male,28.0,Right thigh and left foot severely bitten,N,06h00 -- 07h00,
Reported 19-Dec-1862,1862.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Trying to catch a wounded bird,Male,,FATAL,Y,,
04-Dec-1862,1862.0,Invalid,NEW ZEALAND,South Island,Lyttleton?,,,,,,,Questionable incident
Reported 15-Aug-1862,1862.0,Unprovoked,SPAIN,,A Spanish port,Bathing,Female,,Survived,N,,
Reported 02-Aug-1862,1862.0,Invalid,SPAIN,Malaga,Fuengirola,,Male,,Possible drowning and scavenging,,,Shark involvement prior to death unconfirmed
25-Jul-1862,1862.0,Unprovoked,SPAIN,Malaga,San Andres Beach,Swimming,Male,18.0,FATAL,Y,,
14-Jul-1862,1862.0,Unprovoked,SPAIN,Cádiz,Off Algeciras,,Male,18.0,FATAL,Y,,16' shark
13-Jul-1862,1862.0,Unprovoked,SPAIN,Cádiz,Off Algeciras,Swimming alongside the SS Kearsarge,Male,,FATAL,Y,18h30,16' shark
03-Jun-1862,1862.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,,Male,,"""Very severe wounds""",N,,
05-May-1862,1862.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Bathing,Male,,Lacerations,N,,
Circa 1862,1862.0,Unprovoked,USA,Hawaii,Puna,,Female,,Ankle bitten,N,,
1862,1862.0,Unprovoked,JAPAN,Bonin Islands,,Boat of a Hawaiian brig was stove in by  whale,Male,,FATAL,Y,,
10-Nov-1861,1861.0,Unprovoked,SINGAPORE,,,Bathing alongside the American ship Thomas W. Sears,Male,,FATAL,Y,10h30,
Reported 25-Sep-1861,1861.0,Unprovoked,CUBA,,60 miles off Trinidad de Cuba,Deserting the bark Nazarene,Male,,Lacerations,N,,
Mar-1861,1861.0,Unprovoked,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",Bathing,Male,,"""Severely bitten but recovered""",N,,
Reported 12-Feb-1861,1861.0,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,,Swimming,Male,,FATAL,Y,,
Reported 15-Jan-1861,1861.0,Unprovoked,AUSTRALIA,Queensland,Cleveland,Bathing,Male,,Lacerations to fingers,N,,
26-Dec-1860,1860.0,Unprovoked,AUSTRALIA,New South Wales,"The Domain, Sydney",Bathing,Male,,Lacerations to leg,N,,
Oct-1860,1860.0,Sea Disaster,CANADA,Nova Scotia,Cape Canso,Gloucester fishing schooner run down,Male,,FATAL x 2,Y,Night,
01-Aug-1860,1860.0,Unprovoked,USA,New York,Brooklyn,Swimming,Male,,Toe severed,N,Evening,
Apr-1860,1860.0,Unprovoked,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",Swimming,Male,,"Leg bitten, surgically amputated",N,,
Apr-1860,1860.0,Unprovoked,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",Bathing,Male,,FATAL Foot & leg bitten,Y,,"4' ""ground shark"""
27-Mar-1860,1860.0,Sea Disaster,COOK ISLANDS,Mangaia Island,,43-ton schooner Irene capsized & sank,Male,,Probable drowning ,Y,,
11-Mar-1860,1860.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,"In boat being towed by ship, Karnak",Male,,FATAL,Y,,Remains recovered from shark caught days later
16-Mar-1859,1859.0,Unprovoked,USA,Hawaii,Off Kawaihae,Fell overboard,Male,21.0,FATAL,Y,,
23-Aug-1858,1858.0,Invalid,USA,New York ,"Staten Island, Richmond County",Swimming,Male,,Thought to have been taken by a shark/s. Bodies not  recovered,,,Shark involvement prior to deaths unconfirmed
17-Aug-1858,1858.0,Invalid,USA,New York ,"Staten Island, Richmond County",Swimming,Male,,Thought to have been taken by a shark/s. Body not  recovered,,,Shark involvement prior to death unconfirmed
04-Apr-1858,1858.0,Unprovoked,TOBAGO,,Rocky Bay,Bathing,Male,,"Leg bitten, surgically amputated",N,,
14-Mar-1858,1858.0,Unprovoked,AUSTRALIA,Victoria,Hobson Bay,Bathing,Male,22.0,FATAL,Y,15h00,
Reported 14-Jan 1858,1858.0,Unprovoked,USA,Hawaii,,Swimming,Male,,FATAL,Y,,
Reported 09-Jan-1858,1858.0,Unprovoked,TONGA,Vava'u,,Jumped overboard while intoxicated,Male,,FATAL,Y,,
05-May-1857,1857.0,Unprovoked,USA,Florida,"Cape Sable, Monroe County",Swimming,Male,,FATAL,Y,,
Reported 25-Nov-1856,1856.0,Unprovoked,FIJI,,,Swimming,Male,,FATAL,Y,,
Reported 20-Nov-1856,1856.0,Unprovoked,,,,Swimming,Male,22.0,FATAL,Y,,
Reported 21-Jun-1856,1856.0,Unprovoked,ENGLAND,Isle of Wight,Colwell Bay,Swimming,Male,,Survived,Y,,
06-Feb-1856,1856.0,Unprovoked,AUSTRALIA,Victoria,Point Henry,Swimming,Male,17.0,Severe bite to thigh. Not known if he survived,UNKNOWN,,
11-Nov-1855,1855.0,Unprovoked,AUSTRALIA,Victoria,Melbourne,Swimming,Male,,FATAL,Y,,
30-Sep-1855,1855.0,Sea Disaster,USA,North Carolina,Cape Hatteras,ship William Penn grounded & broke apart,Male,,Foot bitten,N,,
28-Jul-1855,1855.0,Unprovoked,,,,Bathing,Male,,FATAL,Y,,
Reported 09-Apr-1855,1855.0,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Malacca,Female,,FATAL,Y,,
28-Mar-1855,1855.0,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Sobella,Male,,FATAL,Y,,
Reported 12-Feb-1855,1855.0,Unprovoked,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),Swimming ,Male,,FATAL,Y,,
Circa 1855,1855.0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming ,Male,,"No injury & although reported as an attack, it  was simply an encounter",,,Invalid
08-Nov-1853,1853.0,Unprovoked,AUSTRALIA,New South Wales,,Swimming,Male,,Leg bitten,N,,
28-Sept-1853,1853.0,Unprovoked,USA,North Carolina,"Morehead, Carteret County",Commercial Salvage Diving,Male,,No injury. Copper breastplate & harness bitten,N,,White shark
Reported 13-Jul-1853,1853.0,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,Male,,FATAL,Y,,Tiger shark (pregnant)
29-Apr-1853,1853.0,Unprovoked,GREECE,Corfu ,,Swimming,Male,,Leg severed at knee,N,,234-lb shark
1853,1853.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Fell into the water,Male,,FATAL,Y,,
Sep or Oct-1853,1853.0,Unprovoked,USA,North Carolina,"Morehead, Carteret County",Hard hat diving,Male,,"No injury, copper breastplate punctured",N,,White shark
1853 ,1853.0,Invalid,USA,South Carolina,Off the Battery,He was fighting a shark when his boat capsized & he disappeared,Male,, His gold watch was later found in a shark but death may have been due to drowning,,,Shark involvement prior to death unconfirmed
1853 or 1854,1853.0,Unprovoked,USA,Florida,"Near Fernandina Bar, Nassau County ",Knocked overboard,Male,,FATAL,Y,,
19-Dec-1852,1852.0,Invalid,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",Swimming,Male,,Shark involvement prior to death was not confirmed,,,Shark involvement prior to death unconfirmed
Reported 23-Oct-1852,1852.0,Provoked,PACIFIC OCEAN,Between Australia & USA,,Fishing,Male,,Foot bitten by hooked shark PROVOKED INCIDENT,N,,
Reported 09-Oct-1852,1852.0,Unprovoked,AUSTRALIA,New South Wales,Coalcliff,Fell overboard,Male,,FATAL,Y,,
07-Aug-1852,1852.0,Unprovoked,TONGA,Tongatapu,,Fell overboard,Male,,FATAL,Y,,
Aug-1852,1852.0,Unprovoked,USA,Virginia,Norfolk,Swimming,Male,,FATAL,Y,,
28-Jul-1952,1852.0,Invalid,ATLANTIC OCEAN,,,,Female,1.0,Death preceded shark involvement,,,Invalid
24-May-1852,1852.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,Swimming from capsized boat,Male,,FATAL,Y,,
26-Feb-1852,1852.0,Sea Disaster,SOUTH AFRICA,Western Cape Province,Danger Point,Wreck of the steamship Birkenhead,Male,,"FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks",Y,01h50,White sharks
"""Anniversary Day"" 22-Jan-1850 or 1852",1852.0,Unprovoked,NEW ZEALAND,North Island,Wellington Harbor,Swimming,Male,,"FATAL, posterior thigh bared to femur, kneecap lacerated ",Y,,Said to involve a 6 m to 7.3 m [20' to 24'] shark
1852,1852.0,Unprovoked,USA,South Carolina,"Mount Pleasant, Charleston County","Vessel capsized, wading ashore carrying an oar",Male,,"FATAL, body was not recovered",Y,,
Reported 16-Jun-1851,1851.0,Unprovoked,MEXICO,Oaxaca,Tehuantepec Harbor,Bathing,Male,,FATAL,Y,,
Mar-1851,1851.0,Unprovoked,USA,Hawaii,Honolulu Harbor,Swimming,Male,,FATAL,Y,,
1851,1851.0,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Hard hat diving,Male,,3 toes severed,N,,18' shark
21-Oct-1850,1850.0,Unprovoked,USA,Hawaii,,Swimming after his hat,Male,,FATAL,Y,,
1850,1850.0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),"Granada, Granada Department",Bathing,Male,,FATAL,Y,,
09-Dec-1849,1849.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,,Male,,FATAL,Y,,
01-Dec-1849,1849.0,Unprovoked,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Bathing,Male,,FATAL,Y,Afternoon,
04-Oct-1849,1849.0,Unprovoked,PERU,,Tumbez,Swimming,Male,,FATAL,Y,,
19-Sep-1849,1849.0,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Swimming,Male,,FATAL,Y,,
08-Jun-1849,1849.0,Unprovoked,USA,Florida,"Pensacola, Escambia County",Attempting to rescue woman seized by shark,Male,,FATAL,Y,,
08-Jun-1849,1849.0,Unprovoked,USA,Florida,"Pensacola, Escambia County",Bathing,Female,,FATAL,Y,,
27-Jan-1849,1849.0,Invalid,AUSTRALIA,New South Wales,Sydney,boat capsized,Male,,Torso bitten but may have been postmortem,,,Shark involvement prior to death unconfirmed
31-Aug-1848,1848.0,Unprovoked,USA,Maryland,Patapsco River,Swimming,Male,15.0,Left leg severely bitten,N,,
Reported 17-Jul-1848,1848.0,Invalid,USA,Massachusetts,Cape Cod,,Male,,Human remains recovered from 4.9 m shark,,,Shark involvement prior to death unconfirmed
Jul-1848,1848.0,Unprovoked,ENGLAND,Norfolk,Hunstanton,Standing,Male,,Shark struck him with its tail,N,,
30-Nov-1847,1847.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Swimming,Male,,Thigh & calf bitten,N,,
10-Sep-1847,1847.0,Unprovoked,USA,Massachusetts,"Chelsea Beach, Suffolk County",Wading,Male,,Lacerations to arm,N,,
19-Jul-1847,1847.0,Unprovoked,GREECE,Corfu,Off the harbor wall at Mandrakina,Swimming,Male,19.0,FATAL,Y,,
Reported 03-Jul-1847,1847.0,Unprovoked,USA,Hawaii,,Hilo,Male,,Head & arm bitten,N,,
11-Mar-1847,1847.0,Sea Disaster,AUSTRALIA,Queensland,Moreton Bay,Wreck of the Sovereign,Male,,Foot severed,N,,
12-Feb-1847,1847.0,Sea Disaster,MEXICO,,,Wreck of the Tweed,,,FATAL,Y,,
Reported in 1847,1847.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,,,,Foot severed at ankle joint,N,,
1847,1847.0,Invalid,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,Male,,"Disappeared, thought to have been taken by a shark",,,Shark involvement prior to death unconfirmed
Ca. 1847,1847.0,Unprovoked,USA,South Carolina,,Boating,Male,,Hand severed,N,,
08-Dec-1846,1846.0,Sea Disaster,MEXICO,Veracruz,Vera Cruz,Wreck of the USS Somers,Male,,"FATAL, some were taken by sharks",Y,,
Reported 30-Sep-1846,1846.0,Unprovoked,AFRICA,,,Jumped into river,Male,,FATAL,Y,,
Reported 20-Aug-1846,1846.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Bathing,Male,,Leg severed,N,,
26-Dec-1845,1845.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,Fishing,Male,,FATAL,Y,,
04-Nov-1845,1845.0,Unprovoked,MEXICO,Vera Cruz,Vera Cruz,Bathing,Male,,FATAL,Y,,
Reported 16-Sep-1845,1845.0,Unprovoked,ENGLAND,,,,Male,,Leg severed,N,,
Reported 10-Sep-1845,1845.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Seine netting,Male,,FATAL,Y,,
Reported 31-Jul-1845,1845.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard,Male,,FATAL,Y,,
Reported 1845,1845.0,Unprovoked,SIERRA LEONE,,,,Male,,FATAL,Y,,
20-Jul-1844,1844.0,Unprovoked,NAMIBIA,,,Boat capsized,Male,,FATAL,Y,,
1844.07.16.R,1844.0,Unprovoked,ALGERIA,,Cape Matifou,Swimming,Male,,FATAL,Y,,
24-May-1844,1844.0,Unprovoked,Coast of AFRICA,Island of St. Thomas,,Fell overboard,Male,,FATAL,Y,,
1844,1844.0,Unprovoked,MADAGASCAR,,,Fell overboard,Male,,FATAL,Y,,
13-Jul-1842,1842.0,Unprovoked,USA,New Jersey,"Absecon, Atlantic County",Swimming,Male,15.0,Lacerations to leg,N,,
06-Jul-1842,1842.0,Provoked,USA,New Jersey,"Absecon, Atlantic County",Harassing a shark,,,Lacerations to leg  PROVOKED INCIDENT,N,,
1842,1842.0,Unprovoked,INDIA,Tamil Nadu, Chennai (formerly Madras),Washed off catamaran in the surf,Male,,FATAL,Y,,
1842,1842.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,"Unknown, but it was said to be the ""First known attack in Sydney Harbour""",Male,,Recovered,N,,
27-Mar-1841,1841.0,Unprovoked,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",Bathing,Male,,FATAL,Y,14h00,
Dec-1840,1840.0,Unprovoked,AUSTRALIA,New South Wales,"Off Domain, Sydney Harbor",Swimming,Male,,FATAL,Y,,
Reported 18-Sep-1840,1840.0,Unprovoked,FIJI,Viti Levu Island,Rewa ,,Male,,Arms & legs severed,N,,
Reported 22-Jul-1840,1840.0,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Accidentally thrown overboard & treading water while awaiting rescue,Male,,"FATAL, body was not recovered",Y,,Said to be a 7.6 m [25'] shark
Reported 09-Apr-1840,1840.0,Unprovoked,WEST INDIES,,,Swimming,Male,,FATAL,Y,,
Feb-1840,1840.0,Boat,AUSTRALIA,Tasmania,George Town Cove,Sailing,,,"No injury to occupant, shark seized stern post",N,,
17-Nov-1839,1839.0,Invalid,AUSTRALIA,New South Wales,,,Male,,"""Drowned, 2 days later his head was bitten off by a shark""",,,
14-Apr-1839,1839.0,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas,Sitting on gunwale of boat,Male,,FATAL,Y,,"""a large shark"""
1839/1840,1839.0,Unprovoked,AUSTRALIA,South Australia,"Horn Point, Lady's Bay",Attempting to rescue crew after whale upset their boat,Male,,FATAL,Y,,
Ca. 1839,1839.0,Unprovoked,FIJI,Viti Levu Island,Rewa ,,Male,29.0,Survived,N,,
09-Sep-1837,1837.0,Unprovoked,USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",Bathing,Male,,Right foot bittten,N,,
Jul-1837,1837.0,Unprovoked,USA,New York,New York,Bathing,Male,,Leg injured,N,Evening,
17-Jan-1837,1837.0,Unprovoked,AUSTRALIA,New South Wales,Macleay River,Washing his feet,Male,12.0,"FATAL     Injured by shark, died of tetanus",Y,Evening,
Ca. 1837,1837.0,Invalid,USA,South Carolina,Southern Wharf,,Male,,7.6 m [25'] shark caught contained human remains,,,Shark involvement prior to death unconfirmed
Reported 19-Aug-1836,,Unprovoked,ENGLAND,Cumberland,Whitehaven,Swimming,Male,,FATAL,Y,,
1836.07.26.R,1836.0,Invalid,SPAIN,,,,,,"Shark caught, contained human remains",,,Shark involvement prior to death unconfirmed
1836.00.,1836.0,Unprovoked,AUSTRALIA,South Australia,,,,,"No details, it was the year the first settlers came ashore in Holdfast Bay, Port Pirie",UNKNOWN,,
Reported 21-Feb-1835,1835.0,Unprovoked,VANUATU,Sanma Province,"Bay of Yago, Espiritu Santo Island",Bathing,Male,,FATAL,Y,,
06-Jan-1835,1835.0,Unprovoked,TASMAN SEA,35º39 : 165º8',Alongside the whaler Marianne,Hooking into a whale,Male,,"""Savagely bitten"" but apparently survived",N,,
Reported 15-Jul-1834,1834.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,Female,,FATAL,Y,,Reported to involve a hammerhead shark
04-Jun-1832,1832.0,Unprovoked,AUSTRALIA,New South Wales,"South Head, Sydney",Fishing,Female,,Leg severed,N,,
Reported 23-Jan-1832,1832.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,Bathing,Male,,Laceration to leg,N,,
